customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
1870,Alikee,Sjollema,Female,24,1973-01-16,Graphic Designer,Missing,Affluent Customer,N,No,9.0,48
1871,Shayna,McQuin,Female,52,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,27
1872,Leif,Feeney,Male,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14.0,47
1873,Raul,Cabrer,Male,49,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,Yes,4.0,28
1874,Nickolai,McChesney,Male,17,1957-09-29,Missing,Argiculture,High Net Worth,N,Yes,7.0,63
1875,Amory,Bohler,Male,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,Yes,19.0,62
1876,Borden,Wooles,Male,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,No,21.0,43
1877,Radcliffe,Bartolomeoni,Male,13,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,Yes,16.0,54
1878,Pen,Hedgecock,Male,6,1954-11-06,Account Coordinator,Health,Affluent Customer,N,No,10.0,66
1879,Kermy,Heningam,Male,4,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,No,5.0,54
1880,Garrett,Dommett,Male,50,1972-08-11,Missing,Missing,High Net Worth,N,No,17.0,48
1881,Gherardo,Lahy,Male,61,1957-12-10,Quality Control Specialist,Missing,Affluent Customer,N,Yes,12.0,63
1882,Justin,Ragless,Male,86,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,No,10.0,57
1883,Jinny,Cawood,Female,6,1991-08-13,Missing,Health,Mass Customer,N,No,6.0,29
1884,Aurore,Buckmaster,Female,19,1969-11-25,Missing,Manufacturing,Mass Customer,N,Yes,17.0,51
1885,Jerome,Sheavills,Male,18,1982-10-27,Software Consultant,Health,High Net Worth,N,Yes,11.0,38
1886,Eugenie,Belcham,Female,35,1978-09-22,Nurse,IT,Affluent Customer,N,No,18.0,42
1887,Kynthia,Purcer,Female,22,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8.0,55
1888,Sibyl,Scholtz,Female,67,2002-01-26,Food Chemist,Health,Mass Customer,N,Yes,1.0,19
1889,Dare,None,Male,98,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,No,11.0,47
1890,Carce,Gunthorp,Male,89,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,N,No,7.0,48
1891,Neville,Bloyes,Male,6,1990-03-02,Marketing Manager,Retail,Mass Customer,N,Yes,19.0,31
1892,Allyson,Pinsent,Female,48,1995-09-07,Missing,Retail,High Net Worth,N,Yes,2.0,25
1893,Gunar,Sleit,Male,25,1968-04-22,Administrative Officer,Missing,Mass Customer,N,No,5.0,53
1894,Patten,Laytham,Male,86,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17.0,45
1895,Leese,Lohan,Female,53,1975-09-02,Technical Writer,Manufacturing,Mass Customer,N,No,15.0,45
1896,Garald,Brasner,Male,13,1995-04-30,Project Manager,Missing,High Net Worth,N,No,1.0,26
1897,Cosette,Callar,Female,58,1997-08-20,Product Engineer,Missing,Mass Customer,N,Yes,1.0,23
1898,Katalin,Mantz,Female,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Yes,12.0,41
1899,Lambert,Vardey,Male,29,1997-09-02,Missing,Retail,Affluent Customer,N,Yes,4.0,23
1900,Noland,Larder,Male,67,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19.0,40
1901,Vail,Southernwood,Male,40,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8.0,43
1902,Camille,Vallintine,Female,48,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4.0,56
1903,Tucky,Pizzie,Male,8,1973-11-20,Project Manager,Missing,High Net Worth,N,Yes,4.0,47
1904,Nert,Muglestone,Female,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14.0,43
1905,Corabelle,None,Female,21,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15.0,67
1906,Waylan,Katte,Male,69,1988-04-24,Product Engineer,Retail,Mass Customer,N,No,22.0,33
1907,Lind,Dredge,Male,69,1974-11-04,VP Sales,Health,High Net Worth,N,No,18.0,46
1908,Jaquelyn,Workman,Female,2,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6.0,57
1909,Drucill,Laurand,Female,32,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13.0,36
1910,Yovonnda,Warrior,Female,20,1959-07-13,Systems Administrator I,Property,High Net Worth,N,Yes,14.0,61
1911,Hallsy,De Leek,Male,22,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,No,3.0,40
1912,Hall,Grouer,Male,36,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,No,7.0,28
1913,Tamiko,Fergie,Female,36,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Yes,17.0,47
1914,Clyve,Sandwick,Male,72,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,No,5.0,52
1915,Dusty,Tesimon,Female,40,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,12.0,67
1916,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26
1917,Raquela,Schimpke,Female,7,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0,47
1919,Bartie,Hartburn,Male,40,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,19.0,60
1920,Rutter,Marlen,Male,29,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,No,13.0,33
1921,Cybill,Wakes,Female,70,1982-12-03,Accountant III,Missing,Mass Customer,N,No,17.0,38
1922,Ailene,Tomkies,Female,7,1969-11-11,Speech Pathologist,Missing,High Net Worth,N,Yes,5.0,51
1923,Immanuel,Farlamb,Male,52,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,9.0,50
1924,Eolande,Kauscher,Female,94,1965-12-01,VP Product Management,Missing,Mass Customer,N,Yes,14.0,55
1925,Amaleta,Dickens,Female,34,1982-01-28,Missing,Missing,Mass Customer,N,Yes,7.0,39
1926,Stefano,Menhenitt,Male,72,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0,63
1927,Masha,Bibbie,Female,11,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8.0,45
1928,Sully,Dorling,Male,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13.0,43
1929,Elka,Crossgrove,Female,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,20.0,34
1930,Ambrose,Bleasby,Male,27,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0,24
1931,Boris,Syres,Male,85,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6.0,47
1932,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,3.0,44
1933,Ephraim,Fulep,Male,72,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18.0,40
1934,Bryant,Tordiffe,Male,70,1963-01-17,Budget/Accounting Analyst IV,Missing,Affluent Customer,N,Yes,14.0,58
1935,Galvan,None,Male,72,1974-11-13,Senior Sales Associate,Missing,Mass Customer,N,No,9.0,46
1936,Gisella,Scad,Female,36,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,12.0,56
1937,Renaud,Gahagan,Male,69,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19.0,47
1939,Pierce,Cheke,Male,81,1992-05-03,Safety Technician I,Missing,Mass Customer,N,Yes,8.0,29
1940,Gabriellia,Coulter,Female,52,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8.0,44
1941,Dmitri,Eleshenar,Male,83,1992-05-23,Librarian,Entertainment,Mass Customer,N,No,2.0,28
1942,Abe,Townby,Male,0,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,19.0,34
1943,Armstrong,Style,Male,35,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13.0,35
1944,Gregory,Balchin,Male,73,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,8.0,40
1945,Griffin,Gisbourn,Male,88,1978-07-10,Software Test Engineer II,Missing,High Net Worth,N,Yes,9.0,42
1946,Brannon,Gladman,Male,37,1959-01-04,Systems Administrator III,Missing,Mass Customer,N,No,8.0,62
1947,Gretta,Patrone,Female,66,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0,57
1948,Elizabeth,Applewhaite,Female,30,1964-06-08,Missing,Entertainment,Mass Customer,N,No,11.0,56
1949,Onida,Cockshot,Female,9,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,N,No,7.0,67
1950,Berne,Fulkes,Male,27,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19.0,57
1951,Rockie,MacCosty,Male,93,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2.0,20
1952,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,47
1953,Luisa,McGlue,Female,23,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,12.0,42
1954,Greg,Iacovo,Male,88,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,5.0,53
1955,Thornton,Vereker,Male,18,1980-11-22,Environmental Specialist,Missing,Mass Customer,N,No,11.0,40
1956,Omero,Murra,Male,36,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3.0,26
1957,Gary,Eager,Male,1,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4.0,43
1958,Janina,Keme,Female,62,1985-09-01,Professor,Missing,Mass Customer,N,No,22.0,35
1959,Arlen,Klossek,Male,3,1978-09-18,Director of Sales,Health,Mass Customer,N,Yes,16.0,42
1960,Falkner,Jochens,Male,86,1978-07-03,Software Engineer II,Missing,Mass Customer,N,Yes,10.0,42
1961,Licha,Lyes,Female,10,1960-11-22,Physical Therapy Assistant,Missing,Mass Customer,N,Yes,15.0,60
1962,Paddie,Grunder,Male,13,1977-11-01,Sales Representative,Retail,Mass Customer,N,Yes,22.0,43
1963,Syman,Trimnell,Male,81,1998-03-18,Biostatistician I,Argiculture,Mass Customer,N,Yes,4.0,23
1964,Cara,Campbell-Dunlop,Female,60,1964-06-19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9.0,56
1965,Bendicty,Powrie,Male,81,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,3.0,47
1966,Moshe,Nicholl,Male,75,1993-10-31,Missing,Financial Services,High Net Worth,N,No,3.0,27
1967,Nomi,None,Female,88,1985-11-19,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17.0,35
1968,Frederica,Hughman,Female,31,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,1.0,26
1969,Dimitry,Kunkler,Male,54,1961-07-06,Teacher,IT,Mass Customer,N,Yes,19.0,59
1970,Carl,Eyre,Male,51,1982-08-23,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7.0,38
1971,Mariel,Dyke,Female,49,1998-02-10,Missing,Manufacturing,Mass Customer,N,Yes,4.0,23
1972,Obed,Pauler,Male,12,1989-07-14,Missing,IT,Mass Customer,N,Yes,2.0,31
1973,Fanni,Liffe,Female,52,1980-01-11,Media Manager IV,Financial Services,High Net Worth,N,No,5.0,41
1974,Aharon,Moller,Male,67,1958-06-15,Administrative Officer,Missing,Mass Customer,N,Yes,15.0,62
1975,Tommie,Midden,Female,39,1965-10-19,Product Engineer,Health,Affluent Customer,N,No,4.0,55
1976,Letitia,Coan,Female,84,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,No,11.0,45
1977,Myrtia,Paschke,Female,28,1977-10-04,Missing,Manufacturing,Mass Customer,N,Yes,5.0,43
1978,Marge,Skerm,Female,53,1955-01-06,Dental Hygienist,Health,Mass Customer,N,No,16.0,66
1979,Ephrem,Cariss,Male,98,1960-05-15,Statistician III,Manufacturing,Mass Customer,N,Yes,11.0,61
1980,Kenneth,Viall,Male,97,1992-06-20,Food Chemist,Health,High Net Worth,N,Yes,7.0,28
1981,Calv,Zelland,Male,62,1986-01-30,Sales Associate,Missing,Affluent Customer,N,No,12.0,35
1982,Julee,Hallewell,Female,80,1968-03-30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16.0,53
1983,Kimberlee,Soonhouse,Female,6,1963-03-10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18.0,58
1984,Hewett,Alessandretti,Male,70,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1.0,21
1985,Chrysler,Longstaffe,Female,1,1978-12-02,Computer Systems Analyst I,Missing,Mass Customer,N,Yes,16.0,42
1986,Melania,Ruske,Female,53,1981-12-30,Missing,Retail,Mass Customer,N,No,16.0,39
1987,Jacobo,Rosenblum,Male,56,1956-06-08,Research Associate,Health,Affluent Customer,N,No,8.0,64
1988,Kelwin,Goldsmith,Male,27,1957-04-15,Recruiting Manager,Property,Mass Customer,N,No,8.0,64
1989,Emalee,Guitel,Female,46,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,17.0,47
1991,Tobe,Godrich,Male,35,1993-09-27,Research Nurse,Health,Mass Customer,N,Yes,8.0,27
1992,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,25
1993,Agustin,Isworth,Male,82,1980-07-27,Accounting Assistant II,Missing,High Net Worth,N,Yes,3.0,40
1994,Gray,McLorinan,Female,71,1986-04-25,Missing,Manufacturing,High Net Worth,N,No,11.0,35
1995,Mabel,Sallter,Female,6,1969-03-26,Automation Specialist II,Missing,Mass Customer,N,Yes,11.0,52
1996,Filmer,Furby,Male,4,1985-12-29,Structural Engineer,Manufacturing,Mass Customer,N,No,4.0,35
1997,Tedmund,Simonsson,Male,57,1996-09-27,Structural Engineer,Missing,Mass Customer,N,No,5.0,24
1998,Hamil,Britch,Male,13,1975-03-26,Media Manager IV,Manufacturing,High Net Worth,N,No,21.0,46
1999,Raquel,Bamlett,Female,6,1962-08-16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,58
2001,Mada,Martinho,Female,21,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3.0,43
2002,Matilde,Hamsher,Female,55,1971-06-20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12.0,49
2003,Lilli,Hargey,Female,80,1962-06-21,Statistician III,Manufacturing,High Net Worth,N,Yes,8.0,58
2004,Brandy,Showering,Male,16,1963-06-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,57
2005,Marina,McElwee,Female,41,1978-08-20,Accountant I,Manufacturing,High Net Worth,N,No,17.0,42
2006,Hyacinthia,Tuley,Female,33,1999-10-04,Senior Developer,Property,High Net Worth,N,Yes,2.0,21
2007,Gail,Scarrisbrick,Male,8,1970-04-13,Programmer I,Manufacturing,Mass Customer,N,Yes,15.0,51
2008,Jamill,Cudd,Male,77,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3.0,27
2009,Neilla,Castrillo,Female,19,1960-03-16,Staff Accountant IV,Health,Affluent Customer,N,Yes,19.0,61
2010,Duff,Guyer,Male,88,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7.0,47
2011,Guthrie,MacAne,Male,68,1978-01-22,VP Sales,Manufacturing,High Net Worth,N,Yes,12.0,43
2012,Maisey,Lavell,Female,55,1972-09-07,Health Coach I,Health,High Net Worth,N,No,4.0,48
2013,Marge,Girault,Female,99,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19.0,25
2014,Sandye,Avraam,Female,49,1990-05-25,Associate Professor,Manufacturing,Mass Customer,N,Yes,8.0,30
2015,Charyl,Sibson,Female,6,1974-02-19,Health Coach IV,Health,Affluent Customer,N,No,7.0,47
2016,Laraine,Merioth,Female,89,1998-11-19,Executive Secretary,Retail,Affluent Customer,N,Yes,1.0,22
2017,Ezri,Sadry,Male,67,1995-02-11,Programmer II,Financial Services,Affluent Customer,N,Yes,6.0,26
2018,Richie,Matts,Male,80,1963-01-30,Senior Developer,Financial Services,Affluent Customer,N,No,12.0,58
2019,Neda,Perkis,Female,48,1953-09-13,VP Marketing,Entertainment,High Net Worth,N,No,17.0,67
2020,Portia,Proudlock,Female,50,1971-05-06,Biostatistician IV,Property,Affluent Customer,N,Yes,14.0,50
2022,Mortimer,Iremonger,Male,79,1982-07-03,Missing,IT,Affluent Customer,N,No,7.0,38
2023,Marco,Denziloe,Male,15,1971-01-11,Associate Professor,Missing,High Net Worth,N,No,10.0,50
2024,Elinor,Biggerstaff,Female,69,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,2.0,20
2025,Agosto,Thon,Male,59,1982-04-15,VP Quality Control,Missing,Mass Customer,N,Yes,3.0,39
2026,Anabelle,Rogerson,Female,62,1987-09-18,Structural Engineer,Property,Mass Customer,N,Yes,7.0,33
2027,Whitney,Dahle,Male,89,1964-09-02,VP Product Management,Missing,High Net Worth,N,No,10.0,56
2028,Cathy,Parmley,Female,25,1976-12-10,Director of Sales,Retail,Affluent Customer,N,Yes,18.0,44
2029,Charlie,Hastilow,Male,10,1992-03-10,Nurse,Manufacturing,Mass Customer,N,No,7.0,29
2030,Xymenes,Sprull,Male,3,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,15.0,60
2031,Philbert,Albone,Male,99,1987-01-21,Geologist III,Missing,Mass Customer,N,No,12.0,34
2032,Theodore,Chicchelli,Male,98,1983-09-09,Quality Control Specialist,Property,Mass Customer,N,Yes,9.0,37
2033,Mar,Philippon,Male,36,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10.0,49
2034,June,Haslam,Female,87,1974-01-10,Speech Pathologist,Manufacturing,Mass Customer,N,No,8.0,47
2035,Kylie,Terese,Male,40,1979-06-01,Senior Developer,Health,Mass Customer,N,No,19.0,41
2036,Alix,Gilliland,Female,11,1977-04-29,Missing,Missing,Mass Customer,N,No,17.0,44
2037,Irwin,Ryall,Male,19,1989-01-04,VP Marketing,IT,Mass Customer,N,No,6.0,32
2038,Fae,Done,Female,9,1959-11-26,Structural Engineer,Financial Services,Mass Customer,N,Yes,5.0,61
2039,Laureen,Blower,Female,38,1978-03-26,Senior Developer,IT,High Net Worth,N,Yes,7.0,43
2040,Gal,Scardafield,Male,25,1969-09-05,VP Sales,Retail,Affluent Customer,N,Yes,12.0,51
2041,Mort,Heath,Male,52,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17.0,63
2042,Bendix,Cooke,Male,65,1968-08-14,Registered Nurse,Health,Mass Customer,N,No,17.0,52
2043,Veronike,Clampett,Female,67,1977-09-05,Software Consultant,Missing,Mass Customer,N,No,7.0,43
2044,Leyla,Eddington,Female,84,1998-08-02,Quality Engineer,Health,Mass Customer,N,Yes,1.0,22
2045,Hermina,Franzel,Female,15,1984-07-03,VP Sales,Financial Services,High Net Worth,N,No,15.0,36
2046,Charis,Maas,Female,3,1959-07-27,Marketing Manager,Missing,Mass Customer,N,Yes,13.0,61
2047,Kirsten,Slegg,Female,45,1975-04-13,Paralegal,Financial Services,Affluent Customer,N,Yes,21.0,46
2048,Sorcha,Genthner,Female,22,1960-04-13,Financial Advisor,Financial Services,High Net Worth,N,No,13.0,61
2049,Jud,Purchon,Male,21,1962-02-12,Assistant Professor,Manufacturing,High Net Worth,N,No,5.0,59
2050,Opal,Costa,Female,22,1954-06-26,Business Systems Development Analyst,Missing,Mass Customer,N,Yes,5.0,66
2051,Teresita,Drinnan,Female,8,1959-06-15,Geological Engineer,Manufacturing,Affluent Customer,N,No,20.0,61
2052,Ganny,Sealeaf,Male,5,1955-11-30,Missing,Retail,Mass Customer,N,Yes,8.0,65
2053,Horatius,Dufton,Male,7,1978-05-28,Missing,Financial Services,Affluent Customer,N,Yes,11.0,42
2054,Horace,Gilpillan,Male,12,1995-08-21,Missing,Manufacturing,Mass Customer,N,Yes,22.0,25
2055,Harmon,Bakster,Male,46,1980-09-14,Administrative Assistant III,Retail,High Net Worth,N,No,7.0,40
2056,Cristin,Smoughton,Female,65,1986-03-04,Biostatistician IV,Property,High Net Worth,N,No,22.0,35
2057,Elianora,Sally,Female,99,1959-10-04,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15.0,61
2058,Ronna,Wickersham,Female,99,1978-02-04,Database Administrator I,Argiculture,High Net Worth,N,No,7.0,43
2059,Kylen,Gimson,Female,21,1977-02-15,Graphic Designer,Missing,High Net Worth,N,No,12.0,44
2060,Constancia,Akram,Female,17,1959-01-23,Statistician II,Financial Services,Mass Customer,N,No,17.0,62
2061,Loralyn,None,Female,71,1983-01-24,Technical Writer,Manufacturing,High Net Worth,N,No,4.0,38
2062,Guillermo,Kolakovic,Male,67,1976-08-19,Junior Executive,Retail,Mass Customer,N,No,18.0,44
2063,Benny,Crudge,Male,55,1963-06-17,Clinical Specialist,Health,Affluent Customer,N,No,16.0,57
2064,Reynard,Jaffrey,Male,99,1969-05-19,VP Marketing,Health,Mass Customer,N,Yes,18.0,51
2065,Silvio,Henrichs,Male,66,1978-03-13,Technical Writer,Retail,Mass Customer,N,Yes,12.0,43
2066,Skipp,McLarens,Male,91,1969-12-21,Food Chemist,Health,High Net Worth,N,Yes,12.0,51
2067,Slade,Mulvin,Male,81,1979-05-05,Registered Nurse,Health,Mass Customer,N,No,17.0,42
2068,Wandie,Nare,Female,23,1956-08-08,Account Representative I,Missing,High Net Worth,N,No,8.0,64
2070,Tiphany,Leppington,Female,0,1981-12-05,Recruiting Manager,Missing,Mass Customer,N,No,8.0,39
2071,Ardis,Ramelet,Female,69,1978-02-07,Missing,Missing,Mass Customer,N,No,10.0,43
2072,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,61
2073,Linea,None,Female,87,1974-01-30,Missing,Manufacturing,High Net Worth,N,Yes,10.0,47
2074,Roslyn,Rawdall,Female,90,1997-06-11,Missing,Financial Services,Mass Customer,N,No,4.0,23
2075,Devondra,Jovis,Female,95,1973-04-23,Environmental Tech,Manufacturing,Mass Customer,N,No,8.0,48
2076,Beatriz,Tweddle,Female,73,1969-06-03,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5.0,51
2077,Tobe,Lindroos,Female,67,1992-02-26,Cost Accountant,Financial Services,Mass Customer,N,Yes,7.0,29
2078,Joice,Govett,Female,15,1989-08-30,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3.0,31
2079,Eda,None,Female,49,1956-07-29,Account Executive,Missing,High Net Worth,N,No,11.0,64
2080,Rosamond,Sainer,Female,15,1959-08-07,Human Resources Assistant IV,Missing,High Net Worth,N,No,17.0,61
2081,Gelya,Coaker,Female,69,1972-06-21,Senior Editor,Financial Services,Mass Customer,N,No,13.0,48
2082,Sybyl,Beekman,Female,38,1979-12-07,Legal Assistant,Health,Affluent Customer,N,Yes,19.0,41
2083,Karee,Ortler,Female,5,1980-07-18,Missing,Missing,Mass Customer,N,No,4.0,40
2084,Britni,Menguy,Female,6,1986-10-03,Missing,IT,Mass Customer,N,Yes,17.0,34
2085,Carolynn,Samsin,Female,83,1956-05-03,Pharmacist,Health,Mass Customer,N,No,11.0,65
2086,Gayle,Cockerell,Male,68,1997-01-03,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0,24
2087,Yehudi,Sandon,Male,76,1969-06-08,Administrative Officer,IT,Mass Customer,N,Yes,15.0,51
2088,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,51
2089,Erie,Ballston,Male,93,1958-01-07,Safety Technician I,Financial Services,High Net Worth,N,No,15.0,63
2090,Stanton,Schimoni,Male,63,1964-12-05,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17.0,56
2091,Dominga,Crosfield,Female,27,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9.0,40
2092,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,No,18.0,43
2093,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,21
2094,Merle,Pesticcio,Male,15,1984-01-27,Biostatistician IV,Missing,Mass Customer,N,No,16.0,37
2095,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31
2096,Torrie,Smartman,Female,74,1969-05-21,Programmer III,Telecommunications,High Net Worth,N,Yes,12.0,51
2097,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,33
2098,Ame,Tossell,Female,82,1969-12-13,Dental Hygienist,Health,High Net Worth,N,No,16.0,51
2099,Mikel,McKechnie,Male,40,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0,61
2100,Der,Blatcher,Male,34,1978-05-30,Marketing Assistant,IT,Mass Customer,N,No,14.0,42
2101,Maryann,None,Female,71,1998-03-08,General Manager,Missing,Mass Customer,N,Yes,2.0,23
2102,Carl,Penquet,Male,80,1976-01-08,Senior Editor,Missing,Affluent Customer,N,No,5.0,45
2103,Jayme,Hendin,Male,94,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18.0,45
2104,Livy,Roote,Female,31,1979-01-29,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11.0,42
2105,Terrance,Goligher,Male,29,1971-11-11,Food Chemist,Health,High Net Worth,N,Yes,6.0,49
2106,Antons,Ley,Male,91,1970-03-19,Project Manager,Financial Services,High Net Worth,N,Yes,13.0,51
2107,Dre,Ferrillo,Female,2,1992-07-10,Biostatistician IV,IT,Affluent Customer,N,Yes,4.0,28
2108,Michel,O'Halligan,Female,41,1985-11-24,Software Test Engineer IV,Property,Mass Customer,N,Yes,18.0,35
2109,Grazia,Vinson,Female,14,1965-04-13,Account Representative II,Health,High Net Worth,N,Yes,18.0,56
2110,Gard,Marris,Male,29,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14.0,47
2111,Ellis,Vokes,Male,98,1973-12-28,Speech Pathologist,Property,Affluent Customer,N,Yes,12.0,47
2112,Aubrie,Glaum,Female,64,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6.0,28
2113,Nita,Bushell,Female,91,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,N,No,17.0,49
2114,Erick,Caveill,Male,78,1954-11-29,Safety Technician III,Argiculture,High Net Worth,N,No,19.0,66
2115,Shannon,Pflieger,Male,17,1975-08-31,Food Chemist,Health,Mass Customer,N,Yes,17.0,45
2116,Wyndham,Ecob,Male,81,1979-01-20,Research Associate,Financial Services,Affluent Customer,N,Yes,9.0,42
2117,Llywellyn,Christall,Male,76,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,3.0,25
2118,Ulrick,Calyton,Male,29,1978-07-22,Developer III,Missing,High Net Worth,N,No,7.0,42
2119,Dorise,Bellon,Female,51,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17.0,36
2120,Clare,Attoe,Male,80,1997-01-03,Web Designer III,Manufacturing,Mass Customer,N,No,1.0,24
2121,Clarita,Jaqueminet,Female,35,1989-02-15,Nurse,Financial Services,Mass Customer,N,Yes,22.0,32
2122,Osborne,Nawton,Male,85,1973-01-27,Registered Nurse,Health,High Net Worth,N,Yes,11.0,48
2123,Shirley,Negal,Female,36,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0,28
